Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_001886815.1	ASM188681v1	Caldithrix abyssi DSM 13497	880073		LF13					GCF_001886815.1-RS_2025_03_05	1	1	Complete Genome	28.11.2016		1
GCF_000582515.1	ASM58251v1	Yersinia similis	367190		Y_sim_228					GCF_000582515.1-RS_2024_11_13	2	2	Complete Genome	26.02.2014		2
GCF_002250055.1	ASM225005v1	Sutcliffiella cohnii	33932		DSM 6307					GCF_002250055.1-RS_2025_04_27	1	1	Complete Genome	14.08.2017		1
GCF_025148635.1	ASM2514863v1	Butyricimonas virosa	544645		DSM 23226					GCF_025148635.1-RS_2025_01_08	1	1	Complete Genome	12.09.2022		1
GCF_000263195.1	ASM26319v1	Emticicia oligotrophica DSM 17448	929562		DSM 17448					GCF_000263195.1-RS_2024_09_16	6	6	Complete Genome	17.05.2012		6
GCF_019670105.1	ASM1967010v1	Agarivorans albus	182262		JCM 21469					GCF_019670105.1-RS_2025_05_06	1	1	Complete Genome	03.06.2021		1
GCF_003585765.1	ASM358576v1	Pontibacter actiniarum	323450		DSM 19842					GCF_003585765.1-RS_2025_03_05	2	2	Complete Genome	19.05.2017		2
GCF_900478115.1	50618_D02	Rhodococcus coprophilus	38310		NCTC10994					GCF_900478115.1-RS_2024_12_13	1	1	Complete Genome	17.06.2018		1
GCF_025148285.1	ASM2514828v1	Marvinbryantia formatexigens DSM 14469	478749		DSM 14469					GCF_025148285.1-RS_2025_02_27	1	1	Complete Genome	12.09.2022		1
GCF_000019225.1	ASM1922v1	Cellvibrio japonicus Ueda107	498211		Ueda107					GCF_000019225.1-RS_2025_03_27	1	1	Complete Genome	19.06.2008		1
GCF_000015505.1	ASM1550v1	Polaromonas naphthalenivorans CJ2	365044		CJ2					GCF_000015505.1-RS_2024_12_13	9	9	Complete Genome	04.01.2007		9
GCF_004011135.1	ASM401113v1	Rathayibacter festucae DSM 15932	1328866		DSM 15932					GCF_004011135.1-RS_2025_04_22	1	1	Complete Genome	10.01.2019		1
GCF_000015245.1	ASM1524v1	Shewanella amazonensis SB2B	326297		SB2B					GCF_000015245.1-RS_2024_12_13	1	1	Complete Genome	21.12.2006		1
GCF_019285775.1	ASM1928577v1	Skermania piniformis	39122		DSM 43998					GCF_019285775.1-RS_2025_05_06	1	1	Complete Genome	20.07.2021		1
GCF_003967075.1	ASM396707v1	Sphingobium amiense	135719		DSM 16289					GCF_003967075.1-RS_2024_12_13	7	7	Complete Genome	13.10.2018		7
GCF_000953135.1	LFA	Legionella fallonii LLAP-10	1212491		LLAP-10					GCF_000953135.1-RS_2024_12_11	3	3	Complete Genome	21.10.2014		3
GCF_000262305.1	ASM26230v1	Shimwellia blattae DSM 4481 = NBRC 105725	630626		DSM 4481					GCF_000262305.1-RS_2025_03_20	1	1	Complete Genome	10.05.2012		1
GCF_025151995.1	ASM2515199v1	Ruminococcus gauvreauii	438033		DSM 19829					GCF_025151995.1-RS_2024_12_09	1	1	Complete Genome	12.09.2022		1
GCF_047456285.1	57435	Acetobacterium malicum subsp. dehalogenans DSM 11527	1068975		DSM 11527					GCF_047456285.1-RS_2025_02_06	1	1	Complete Genome	06.02.2025		1
GCF_000816845.1	ASM81684v1	Rhizobium gallicum bv. gallicum R602sp	1041138		R602					GCF_000816845.1-RS_2024_12_09	4	4	Complete Genome	09.01.2015		4
GCF_000959365.1	ASM95936v1	Burkholderia oklahomensis C6786	441162		C6786					GCF_000959365.1-RS_2025_04_07	2	2	Complete Genome	20.03.2015		2
GCF_000022565.1	ASM2256v1	Acidobacterium capsulatum ATCC 51196	240015		ATCC 51196					GCF_000022565.1-RS_2025_03_27	1	1	Complete Genome	30.03.2009		1
GCF_000015725.1	ASM1572v1	Methylibium petroleiphilum PM1	420662		PM1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2	2	Complete Genome	29.01.2007		2
GCF_025215495.1	ASM2521549v1	Mycolicibacterium brumae	85968		ATCC 51384					GCF_025215495.1-RS_2025_03_30	1	1	Complete Genome	15.09.2022		1
GCF_000023225.1	ASM2322v1	Desulfomicrobium baculatum DSM 4028	525897		DSM 4028					GCF_000023225.1-RS_2024_07_03	1	1	Complete Genome	26.08.2009		1
GCF_002355855.1	ASM235585v1	Sphingobium cloacae	120107		JCM 10874					GCF_002355855.1-RS_2024_12_09	7	7	Complete Genome	04.10.2016		7
GCF_001687565.2	ASM168756v2	Planococcus antarcticus DSM 14505	1185653		DSM 14505					GCF_001687565.2-RS_2024_12_11	3	3	Complete Genome	01.11.2016		3
GCF_000227685.2	ASM22768v3	Thioalkalivibrio paradoxus ARh 1	713585		ARh 1					GCF_000227685.2-RS_2024_12_13	1	1	Complete Genome	03.01.2014		1
GCF_024347055.1	ASM2434705v1	Vibrio porteresiae DSM 19223	1123496		MSSRF30					GCF_024347055.1-RS_2024_10_11	2	2	Complete Genome	13.07.2022		2
GCF_000444995.1	ASM44499v1	Paracoccus aminophilus JCM 7686	1367847		JCM 7686					GCF_000444995.1-RS_2024_12_11	6	6	Complete Genome	08.08.2013		6
GCF_000016165.1	ASM1616v1	Desulforamulus reducens MI-1	349161		MI-1					GCF_000016165.1-RS_2025_03_27	1	1	Complete Genome	24.03.2007		1
GCF_000218545.1	ASM21854v1	Cellulomonas gilvus ATCC 13127	593907		ATCC 13127					GCF_000218545.1-RS_2024_12_09	1	1	Complete Genome	15.06.2011		1
GCF_002005465.1	ASM200546v1	Neoasaia chiangmaiensis	320497		NBRC 101099					GCF_002005465.1-RS_2024_12_15	1	1	Complete Genome	22.02.2017		1
GCF_001687665.2	ASM168766v2	Planococcus donghaensis	414778		DSM 22276					GCF_001687665.2-RS_2025_03_21	2	2	Complete Genome	01.11.2016		2
GCF_000223215.1	ASM22321v1	Brachyspira intermedia PWS/A	1045858		PWS/A					GCF_000223215.1-RS_2024_12_09	2	2	Complete Genome	10.08.2011		2
GCF_000941055.1	ASM94105v1	Siansivirga zeaxanthinifaciens CC-SAMT-1	1454006		CC-SAMT-1					GCF_000941055.1-RS_2024_12_11	1	1	Complete Genome	04.03.2015		1
GCF_002028405.1	ASM202840v1	Thiomonas intermedia	926		ATCC 15466					GCF_002028405.1-RS_2025_05_03	2	2	Complete Genome	15.03.2017		2
GCF_001653755.1	ASM165375v1	Dokdonia donghaensis DSW-1	1300343		DSW-1					GCF_001653755.1-RS_2025_03_05	1	1	Complete Genome	01.06.2016		1
GCF_025152575.1	ASM2515257v1	Subdoligranulum variabile	214851		DSM 15176					GCF_025152575.1-RS_2024_12_02	1	1	Complete Genome	12.09.2022		1
GCF_000020005.1	ASM2000v1	Natranaerobius thermophilus JW/NM-WN-LF	457570		JW/NM-WN-LF					GCF_000020005.1-RS_2025_03_27	3	3	Complete Genome	09.04.2008		3
GCF_000341345.1	ASM34134v1	Corynebacterium halotolerans YIM 70093 = DSM 44683	1121362		YIM 70093 = DSM 44683					GCF_000341345.1-RS_2025_04_23	2	2	Complete Genome	20.02.2013		2
GCF_001561955.1	ASM156195v1	Anaerotignum propionicum DSM 1682	991789		X2					GCF_001561955.1-RS_2025_04_07	1	1	Complete Genome	16.02.2016		1
GCF_028743515.2	ASM2874351v2	Imtechella halotolerans	1165090		JCM 17677					GCF_028743515.2-RS_2024_09_07	1	1	Complete Genome	01.09.2023		1
GCF_000092205.1	ASM9220v1	Desulfurivibrio alkaliphilus AHT 2	589865		AHT 2					GCF_000092205.1-RS_2024_07_03	1	1	Complete Genome	27.05.2010		1
GCF_003610015.1	ASM361001v1	Zymobacter palmae	33074		IAM14233					GCF_003610015.1-RS_2024_12_13	2	2	Complete Genome	12.09.2018		2
GCF_000178115.2	ASM17811v2	Ethanoligenens harbinense YUAN-3	663278		YUAN-3					GCF_000178115.2-RS_2025_04_11	1	1	Complete Genome	27.12.2010		1
GCF_048300925.1	TTP_v4	Thermithiobacillus tepidarius DSM 3134	1123368		DSM 3134					GCF_048300925.1-RS_2025_03_05	1	1	Complete Genome	06.03.2025		1
GCF_009664085.1	ASM966408v1	Thermochromatium tepidum ATCC 43061	316276		ATCC 43061					GCF_009664085.1-RS_2025_05_05	1	1	Complete Genome	15.11.2019		1
GCF_000305935.1	ASM30593v1	Thermacetogenium phaeum DSM 12270	1089553		DSM 12270					GCF_000305935.1-RS_2024_12_11	1	1	Complete Genome	17.10.2012		1
GCF_900187315.1	52087_C01	Listeria welshimeri	1643		NCTC11857					GCF_900187315.1-RS_2024_12_13	1	1	Complete Genome	15.08.2017		1
GCF_022749495.1	ASM2274949v1	Neisseria macacae ATCC 33926	997348		ATCC 33926					GCF_022749495.1-RS_2025_04_11	1	1	Complete Genome	29.03.2022		1
GCF_003544935.1	ASM354493v1	Malaciobacter molluscorum LMG 25693	870501		CECT 7696					GCF_003544935.1-RS_2024_12_09	1	1	Complete Genome	11.09.2018		1
GCF_016127495.1	ASM1612749v1	Kytococcus sedentarius	1276		FDAARGOS_1061					GCF_016127495.1-RS_2025_04_06	1	1	Complete Genome	20.12.2020		1
GCF_002218045.2	ASM221804v2	Vibrio rumoiensis	76258		FERM P-14531					GCF_002218045.2-RS_2024_12_13	4	4	Complete Genome	06.06.2018		4
GCF_000213235.1	ASM21323v1	Tepidanaerobacter acetatoxydans Re1	1209989		Re1					GCF_000213235.1-RS_2025_04_26	1	1	Complete Genome	12.05.2011		1
GCF_029024945.1	ASM2902494v1	Staphylococcus succinus	61015		DSM 14617					GCF_029024945.1-RS_2025_03_28	3	3	Complete Genome	08.03.2023		3
GCF_000024465.1	ASM2446v1	Candidatus Puniceispirillum marinum IMCC1322	488538		IMCC1322					GCF_000024465.1-RS_2024_12_11	1	1	Complete Genome	31.03.2010		1
GCF_017161265.1	ASM1716126v1	Treponema medium	58231		ATCC 700293					GCF_017161265.1-RS_2025_03_28	1	1	Complete Genome	03.03.2021		1
GCF_020099275.1	ASM2009927v1	Corynebacterium falsenii	108486		FDAARGOS_1494					GCF_020099275.1-RS_2024_11_06	1	1	Complete Genome	23.09.2021		1
GCF_000767055.1	ASM76705v1	Corynebacterium doosanense CAU 212 = DSM 45436	558173		CAU 212(T)					GCF_000767055.1-RS_2025_05_02	2	2	Complete Genome	16.10.2014		2
GCF_000012305.1	ASM1230v1	Psychrobacter arcticus 273-4	259536		273-4					GCF_000012305.1-RS_2024_11_26	1	1	Complete Genome	22.07.2005		1
GCF_030440575.1	ASM3044057v1	Corynebacterium ciconiae DSM 44920	1121356		DSM 44920					GCF_030440575.1-RS_2024_07_13	1	1	Complete Genome	12.07.2023		1
GCF_038500265.1	ASM3850026v1	Ignatzschineria larvae DSM 13226	1111732		DSM 13226					GCF_038500265.1-RS_2025_04_27	1	1	Complete Genome	28.04.2024		1
GCF_016725245.1	ASM1672524v1	Mammaliicoccus vitulinus	71237		FDAARGOS_1153					GCF_016725245.1-RS_2024_12_11	2	2	Complete Genome	20.01.2021		2
GCF_000145215.1	ASM14521v1	Caldicellulosiruptor obsidiansis OB47	608506		OB47					GCF_000145215.1-RS_2024_12_13	1	1	Complete Genome	11.08.2010		1
GCF_000237205.1	ASM23720v1	Simkania negevensis Z	331113		Z					GCF_000237205.1-RS_2024_12_11	2	2	Complete Genome	21.06.2011		2
GCF_000011565.2	ASM1156v2	Candidatus Protochlamydia amoebophila UWE25	264201		UWE25					GCF_000011565.2-RS_2025_03_31	1	1	Complete Genome	22.06.2019		1
GCF_020162295.1	ASM2016229v1	Alysiella filiformis DSM 16848	1120981		DSM 16848					GCF_020162295.1-RS_2024_11_06	1	1	Complete Genome	28.09.2021		1
GCF_013372265.1	ASM1337226v1	Aliarcobacter cibarius	255507		LMG 21996					GCF_013372265.1-RS_2024_12_09	1	1	Complete Genome	24.06.2020		1
GCF_001190745.1	ASM119074v1	Campylobacter gracilis	824		ATCC 33236					GCF_001190745.1-RS_2024_12_09	1	1	Complete Genome	03.08.2015		1
GCF_028609805.1	ASM2860980v1	Corynebacterium massiliense DSM 45435	1121364		DSM 45435					GCF_028609805.1-RS_2025_03_24	1	1	Complete Genome	13.02.2023		1
GCF_000255135.1	ASM25513v1	Marinitoga piezophila KA3	443254		KA3					GCF_000255135.1-RS_2025_03_27	2	2	Complete Genome	13.01.2012		2
GCF_000012965.1	ASM1296v1	Sulfurimonas denitrificans DSM 1251	326298		DSM 1251					GCF_000012965.1-RS_2025_05_27	1	1	Complete Genome	03.11.2005		1
GCF_000504085.1	ASM50408v1	Pseudothermotoga elfii DSM 9442 = NBRC 107921	1123383		NBRC 107921					GCF_000504085.1-RS_2024_12_09	1	1	Complete Genome	23.10.2013		1
GCF_000017865.1	ASM1786v1	Pseudothermotoga lettingae TMO	416591		TMO					GCF_000017865.1-RS_2024_12_09	1	1	Complete Genome	18.09.2007		1
GCF_030440535.1	ASM3044053v1	Corynebacterium capitovis DSM 44611	1121354		DSM 44611					GCF_030440535.1-RS_2024_07_13	1	1	Complete Genome	12.07.2023		1
GCF_001543175.1	ASM154317v1	Aerococcus urinae	1376		CCUG 36881					GCF_001543175.1-RS_2024_10_11	1	1	Complete Genome	01.02.2016		1
GCF_002104335.1	ASM210433v1	Campylobacter cuniculorum DSM 23162 = LMG 24588	1121267		LMG 24588					GCF_002104335.1-RS_2025_04_27	3	3	Complete Genome	21.04.2017		3
GCF_004214815.1	ASM421481v1	Aliarcobacter thereius LMG 24486	1032240		LMG 24486					GCF_004214815.1-RS_2024_12_11	1	1	Complete Genome	20.02.2019		1
GCF_027946175.1	ASM2794617v1	Nitratiruptor tergarcus DSM 16512	1069081		DSM 16512					GCF_027946175.1-RS_2025_05_11	2	2	Complete Genome	15.11.2022		2
GCF_000242335.1	ASM24233v3	Prevotella dentalis DSM 3688	908937		DSM 3688					GCF_000242335.1-RS_2024_12_09	4	4	Complete Genome	27.12.2012		4
GCF_030440555.1	ASM3044055v1	Corynebacterium caspium DSM 44850	1121355		DSM 44850					GCF_030440555.1-RS_2024_07_13	1	1	Complete Genome	12.07.2023		1
GCF_018127785.1	ASM1812778v1	Prevotella scopos JCM 17725	1236518		W2052					GCF_018127785.1-RS_2025_05_17	3	3	Complete Genome	22.04.2021		3
GCF_900475315.1	43721_G02	Neisseria cinerea	483		NCTC10294					GCF_900475315.1-RS_2024_09_02	1	1	Complete Genome	17.06.2018		1
GCF_001263395.1	ASM126339v1	Bifidobacterium actinocoloniiforme DSM 22766	1437605		DSM 22766					GCF_001263395.1-RS_2025_04_07	1	1	Complete Genome	10.08.2015		1
GCF_000734015.1	ASM73401v1	Thermodesulfobacterium commune DSM 2178	289377		DSM 2178					GCF_000734015.1-RS_2024_12_09	1	1	Complete Genome	28.07.2014		1
GCF_005843985.1	ASM584398v1	Caminibacter mediatlanticus TB-2	391592		TB-2					GCF_005843985.1-RS_2025_04_27	1	1	Complete Genome	26.05.2019		1
GCF_000185805.1	ASM18580v1	Thermovibrio ammonificans HB-1	648996		HB-1					GCF_000185805.1-RS_2025_05_05	2	2	Complete Genome	07.01.2011		2
GCF_013388295.1	ASM1338829v1	Bartonella alsatica	52764		CIP 105477					GCF_013388295.1-RS_2025_05_05	1	1	Complete Genome	04.07.2020		1
GCF_900476215.1	51342_F02	Helicobacter mustelae	217		NCTC12198					GCF_900476215.1-RS_2024_12_09	1	1	Complete Genome	17.06.2018		1
GCF_001275365.1	ASM127536v1	Francisella persica ATCC VR-331	1086726		FSC845					GCF_001275365.1-RS_2024_12_09	1	1	Complete Genome	27.08.2015		1
GCF_000499665.2	RMONA_1	Rickettsia monacensis	109232		IrR/Munich					GCF_000499665.2-RS_2025_01_08	1	1	Complete Genome	22.01.2015		1
GCF_002803985.1	ASM280398v1	Williamsoniiplasma luminosum	214888		PIMN-1					GCF_002803985.1-RS_2025_03_29	1	1	Complete Genome	04.12.2017		1
GCF_900660575.1	51342_D01-3	Mycoplasmopsis pulmonis	2107		NCTC10139					GCF_900660575.1-RS_2024_12_13	2	2	Complete Genome	29.01.2019		2
GCF_002843565.1	ASM284356v1	Mesoplasma syrphidae	225999		YJS			ATCC 51578		GCF_002843565.1-RS_2025_05_03	1	1	Complete Genome	17.12.2017		1
GCF_024918955.1	ASM2491895v1	Mesomycoplasma molare	171288		H 542					GCF_024918955.1-RS_2025_02_27	1	1	Complete Genome	04.09.2022		1
GCF_002804005.1	ASM280400v1	Williamsoniiplasma somnilux	215578		PYAN-1					GCF_002804005.1-RS_2025_03_29	1	1	Complete Genome	04.12.2017		1
GCF_002290085.1	ASM229008v1	Mesoplasma chauliocola	216427		CHPA-2					GCF_002290085.1-RS_2025_03_29	1	1	Complete Genome	12.09.2017		1
GCF_002804105.1	ASM280410v1	Mesoplasma melaleucae	81459		M1					GCF_002804105.1-RS_2024_12_13	1	1	Complete Genome	04.12.2017		1
GCF_900660525.1	50861_G01-3	Mycoplasmopsis bovigenitalium	2112		NCTC10122					GCF_900660525.1-RS_2024_12_13	1	1	Complete Genome	29.01.2019		1
GCF_002441935.1	ASM244193v1	Mesoplasma lactucae ATCC 49193	81460		831-C4					GCF_002441935.1-RS_2024_04_15	1	1	Complete Genome	04.10.2017		1
GCF_021496725.1	ASM2149672v1	Spiroplasma platyhelix PALS-1	1276218		PALS-1					GCF_021496725.1-RS_2024_12_11	1	1	Complete Genome	18.01.2022		1
GCF_900660435.1	50465_D02-3	Metamycoplasma orale	2121		NCTC10112					GCF_900660435.1-RS_2024_12_13	5	5	Complete Genome	29.01.2019		5
GCF_900660445.2	GCA_900660445	Metamycoplasma salivarium	2124		NCTC10113					GCF_900660445.2-RS_2025_04_30	1	1	Complete Genome	17.12.2020		1
GCF_003269445.1	ASM326944v1	Metamycoplasma cloacale	92401		NCTC 10199					GCF_003269445.1-RS_2025_03_28	1	1	Complete Genome	28.06.2018		1
GCF_002305855.1	ASM230585v1	Melittangium boletus DSM 14713	1294270		DSM 14713					GCF_002305855.1-RS_2025_05_03	1	1	Complete Genome	15.09.2017		1
GCF_048565275.1	ASM4856527v1	Desulfosarcina variabilis str. Montpellier	859321		Montpellier					GCF_048565275.1-RS_2025_03_13	1	1	Complete Genome	14.03.2025		1
GCF_000246855.1	ASM24685v1	Niastella koreensis GR20-10	700598		GR20-10					GCF_000246855.1-RS_2025_04_26	1	1	Complete Genome	14.12.2011		1
GCF_000022085.1	ASM2208v1	Methylobacterium nodulans ORS 2060	460265		ORS 2060					GCF_000022085.1-RS_2025_04_23	8	8	Complete Genome	12.01.2009		8
GCF_000015305.1	ASM1530v1	Mycolicibacterium vanbaalenii PYR-1	350058		PYR-1					GCF_000015305.1-RS_2024_12_09	1	1	Complete Genome	27.12.2006		1
GCF_000317695.1	ASM31769v1	Anabaena cylindrica PCC 7122	272123		PCC 7122					GCF_000317695.1-RS_2025_04_26	7	7	Complete Genome	07.12.2012		7
GCF_000025265.1	ASM2526v1	Conexibacter woesei DSM 14684	469383		DSM 14684					GCF_000025265.1-RS_2024_12_09	1	1	Complete Genome	15.01.2010		1
GCF_000178955.2	ASM17895v2	Granulicella mallensis MP5ACTX8	682795		MP5ACTX8					GCF_000178955.2-RS_2024_11_06	1	1	Complete Genome	01.12.2011		1
GCF_010731575.1	ASM1073157v1	Mycolicibacterium monacense	85693		JCM 15658					GCF_010731575.1-RS_2024_12_16	1	1	Complete Genome	06.02.2020		1
GCF_000165715.2	ASM16571v3	Rubinisphaera brasiliensis DSM 5305	756272		DSM 5305					GCF_000165715.2-RS_2024_10_11	1	1	Complete Genome	01.03.2011		1
GCF_022557255.1	ASM2255725v1	Pseudomonas syringae pv. tagetis	129140		ICMP 4091					GCF_022557255.1-RS_2025_04_02	3	3	Complete Genome	13.03.2022		3
GCF_000270245.1	ASM27024v1	Microlunatus phosphovorus NM-1	1032480		NM-1					GCF_000270245.1-RS_2024_12_11	1	1	Complete Genome	01.06.2011		1
GCF_000015565.1	ASM1556v1	Verminephrobacter eiseniae EF01-2	391735		EF01-2					GCF_000015565.1-RS_2024_12_13	2	2	Complete Genome	09.01.2007		2
GCF_013177315.1	ASM1317731v1	Thermoleptolyngbya sichuanensis A183	2737172		A183					GCF_013177315.1-RS_2024_10_11	1	1	Complete Genome	27.05.2020		1
GCF_000092105.1	ASM9210v1	Planctopirus limnophila DSM 3776	521674		DSM 3776					GCF_000092105.1-RS_2024_10_11	2	2	Complete Genome	13.05.2010		2
GCF_000010525.1	ASM1052v1	Azorhizobium caulinodans ORS 571	438753		ORS 571					GCF_000010525.1-RS_2025_03_27	1	1	Complete Genome	18.10.2007		1
GCF_000265425.1	ASM26542v1	Terriglobus roseus DSM 18391	926566		DSM 18391					GCF_000265425.1-RS_2025_05_01	1	1	Complete Genome	08.06.2012		1
GCF_000019185.1	ASM1918v1	Shewanella halifaxensis HAW-EB4	458817		HAW-EB4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1	1	Complete Genome	07.02.2008		1
GCF_000024785.1	ASM2478v1	Gordonia bronchialis DSM 43247	526226		DSM 43247					GCF_000024785.1-RS_2024_12_09	2	2	Complete Genome	27.10.2009		2
GCF_000013665.1	ASM1366v1	Saccharophagus degradans 2-40	203122		фев.40					GCF_000013665.1-RS_2025_03_02	1	1	Complete Genome	20.03.2006		1
GCF_000022145.1	ASM2214v1	Anaeromyxobacter dehalogenans 2CP-1	455488		2CP1					GCF_000022145.1-RS_2025_05_01	1	1	Complete Genome	12.01.2009		1
GCF_001267925.1	ASM126792v1	Herbaspirillum hiltneri N3	1262470		N3					GCF_001267925.1-RS_2024_12_09	1	1	Complete Genome	17.08.2015		1
GCF_000013605.1	ASM1360v1	Rhodoferax ferrireducens T118	338969		DSM 15236					GCF_000013605.1-RS_2025_04_19	2	2	Complete Genome	16.03.2006		2
GCF_000021945.1	ASM2194v1	Chloroflexus aggregans DSM 9485	326427		DSM 9485					GCF_000021945.1-RS_2024_12_13	1	1	Complete Genome	05.01.2009		1
GCF_006740045.1	ASM674004v1	Comamonas terrigena NBRC 13299	1219032		NBRC 13299					GCF_006740045.1-RS_2025_05_14	1	1	Complete Genome	14.06.2019		1
GCF_000144625.1	ASM14462v1	[Clostridium] saccharolyticum WM1	610130		WM1					GCF_000144625.1-RS_2024_12_13	1	1	Complete Genome	05.08.2010		1
GCF_000154785.2	ASM15478v2	Roseobacter litoralis Och 149	391595		Och 149					GCF_000154785.2-RS_2025_05_01	4	4	Complete Genome	28.06.2011		4
GCF_000014145.1	ASM1414v1	Cytophaga hutchinsonii ATCC 33406	269798		ATCC 33406					GCF_000014145.1-RS_2024_10_22	1	1	Complete Genome	24.07.2006		1
GCF_000219915.2	ASM21991v3	Advenella kashmirensis WT001	1036672		WT001					GCF_000219915.2-RS_2024_12_09	2	2	Complete Genome	25.05.2012		2
GCF_001277255.1	ASM127725v1	Cronobacter condimenti 1330	1073999		LMG 26250					GCF_001277255.1-RS_2024_12_09	2	2	Complete Genome	01.09.2015		2
GCF_000021745.1	ASM2174v1	Methylocella silvestris BL2	395965		BL2					GCF_000021745.1-RS_2025_04_23	1	1	Complete Genome	15.12.2008		1
GCF_000092645.1	ASM9264v1	Thermobispora bispora DSM 43833	469371		DSM 43833					GCF_000092645.1-RS_2025_04_21	1	1	Complete Genome	17.05.2010		1
GCF_015097275.1	ASM1509727v1	Coprobacter secundus subsp. similis	2751153		2CBH44					GCF_015097275.1-RS_2025_03_29	1	1	Complete Genome	23.09.2020		1
GCF_000284515.1	ASM28451v1	Halobacillus halophilus DSM 2266	866895		type strain: DSM 2266					GCF_000284515.1-RS_2024_12_09	3	3	Complete Genome	11.04.2012		3
GCF_000226565.1	ASM22656v1	Brumicola nitratireducens FR1064	1085623		FR1064					GCF_000226565.1-RS_2024_03_27	1	1	Complete Genome	28.09.2011		1
GCF_001513745.1	ASM151374v1	Burkholderia humptydooensis	430531		MSMB43					GCF_001513745.1-RS_2024_09_23	3	3	Complete Genome	12.01.2016		3
GCF_000166395.1	ASM16639v1	Leadbetterella byssophila DSM 17132	649349		DSM 17132					GCF_000166395.1-RS_2024_09_16	1	1	Complete Genome	12.11.2010		1
GCF_000247605.1	ASM24760v1	Acetobacterium woodii DSM 1030	931626		DSM 1030					GCF_000247605.1-RS_2024_12_13	1	1	Complete Genome	14.02.2012		1
GCF_019669985.1	ASM1966998v1	Methylogaea oryzae	1295382		E10					GCF_019669985.1-RS_2025_05_06	1	1	Complete Genome	02.06.2021		1
GCF_000166055.1	ASM16605v1	Rhodomicrobium vannielii ATCC 17100	648757		ATCC 17100					GCF_000166055.1-RS_2025_04_29	1	1	Complete Genome	05.11.2010		1
GCF_000341395.1	ASM34139v1	Desulfocapsa sulfexigens DSM 10523	1167006		DSM 10523					GCF_000341395.1-RS_2024_12_09	2	2	Complete Genome	20.02.2013		2
GCF_003568825.1	ASM356882v1	Pseudoalteromonas tunicata	314281		D2					GCF_003568825.1-RS_2025_03_28	2	2	Complete Genome	04.09.2018		2
GCF_000332115.1	ASM33211v1	Nonlabens dokdonensis DSW-6	592029		DSW-6					GCF_000332115.1-RS_2024_12_09	1	1	Complete Genome	18.01.2013		1
GCF_000224085.1	ASM22408v1	Allomuricauda ruestringensis DSM 13258	886377		DSM 13258					GCF_000224085.1-RS_2025_03_03	1	1	Complete Genome	19.08.2011		1
GCF_000306675.2	ASM30667v3	Leptospira mayottensis 200901116	1192864		200901116					GCF_000306675.2-RS_2025_03_29	3	3	Complete Genome	21.12.2018		3
